Time	Cell_type	Mean	Min	Max	Std
58.000000	1	1.367900	0.653804	2.551447	0.277205
58.250000	0	0.086223	0.015073	0.507754	0.046905
58.250000	1	1.316484	0.420777	2.225281	0.309597
58.500000	0	0.089196	0.006402	0.876681	0.058999
58.500000	1	1.335241	0.484966	2.734383	0.324599
58.750000	0	0.085355	0.014290	0.421729	0.045948
58.750000	1	1.319384	0.381395	2.624764	0.323879
59.000000	0	0.084617	0.007655	0.336145	0.041910
59.000000	1	1.268061	0.384610	2.461886	0.312550
59.250000	0	0.083229	0.013354	0.671677	0.048791
59.250000	1	1.332967	0.584611	2.246534	0.312641
59.500000	0	0.086483	0.007122	0.365034	0.043121
59.500000	1	1.338965	0.410804	2.463449	0.322522
59.750000	0	0.086014	0.002368	0.924909	0.054767
59.750000	1	1.330469	0.518526	2.152474	0.298228
60.000000	0	0.086005	0.004449	1.029294	0.055643
60.000000	1	1.323513	0.615342	2.412969	0.293967
60.250000	0	0.082078	0.008394	0.364550	0.038036
60.250000	1	1.308807	0.427116	2.589291	0.286077
60.500000	0	0.086902	0.004485	0.439082	0.045372
60.500000	1	1.353544	0.761606	2.284829	0.296617
60.750000	0	0.086758	0.013847	0.804239	0.057015
60.750000	1	1.397133	0.857294	3.092628	0.314481
61.000000	0	0.084207	0.008061	0.329211	0.039004
61.000000	1	1.344059	0.761044	2.222963	0.225793
61.250000	0	0.084006	0.004741	0.366484	0.042880
61.250000	1	1.287866	0.475394	2.677160	0.292372
61.500000	0	0.087366	0.003399	0.770810	0.051278
61.500000	1	1.340539	0.253703	2.167513	0.289289
61.750000	0	0.085205	0.005063	0.338994	0.039566
61.750000	1	1.315811	0.524945	2.323839	0.270815
62.000000	0	0.085999	0.006963	0.522193	0.047930
62.000000	1	1.349677	0.645707	2.361755	0.235746
62.250000	0	0.083158	0.007748	0.341882	0.039486
62.250000	1	1.346689	0.724242	2.248679	0.263611
62.500000	0	0.084594	0.002505	0.511241	0.045876
62.500000	1	1.324687	0.532170	2.623196	0.333041
62.750000	0	0.085418	0.007703	1.026632	0.060229
62.750000	1	1.355414	0.490302	2.678341	0.324704
63.000000	0	0.085713	0.001751	0.338420	0.041170
63.000000	1	1.360313	0.591300	2.417201	0.278406
63.250000	0	0.085649	0.002585	0.538736	0.046073
63.250000	1	1.363071	0.284731	2.532453	0.272162
63.500000	0	0.085948	0.006781	0.599929	0.053066
63.500000	1	1.350037	0.200734	2.714905	0.298922
63.750000	0	0.085912	0.002695	0.743479	0.049785
63.750000	1	1.310859	0.715889	2.601197	0.264161
64.000000	0	0.085105	0.010289	0.554233	0.046501
64.000000	1	1.370789	0.497805	2.075050	0.250006
64.250000	0	0.083842	0.007969	0.411939	0.041605
